"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_Unclassified_AC2005","LKT__s__Butyrivibrio_Unclassified_AC2005",4560,100,4052914672,99.99,1,1063,1063,1063,1,1063,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_eggerthii","LKT__s__Bacteroides_eggerthii",4555,100,4052919227,99.99,1,889,889,889,1,889,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Caballeronia","s__Caballeronia_ptereochthonis","LKT__s__Caballeronia_ptereochthonis",4545,100,4052923772,99.99,1,970,970,970,1,970,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_criceti","LKT__s__Bifidobacterium_criceti",4533,100,4052928305,99.99,2,1266,648,648,2,618,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_1","LKT__s__Bordetella_genomosp_1",4505,100,4052932810,99.99,2,1753,1223,1223,2,530,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_BCC0398","LKT__s__Burkholderia_Unclassified_BCC0398",4454,100,4052937264,99.99,1,859,859,859,1,859,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__Unclassified","LKT__g__Atopobium",4451,100,4052941715,99.99,1,1086,1086,1086,1,1086,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","s__Hafnia_alvei","LKT__s__Hafnia_alvei",4345,100,4052946060,99.99,1,835,835,835,1,835,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_Unclassified_Sa1YUN3","LKT__s__Phocaeicola_Unclassified_Sa1YUN3",4340,100,4052950400,99.99,1,1079,1079,1079,1,1079,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__Anaeromyxobacter_dehalogenans","LKT__s__Anaeromyxobacter_dehalogenans",4325,100,4052954725,99.99,1,754,754,754,1,754,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_ansorpii","LKT__s__Bordetella_ansorpii",4270,100,4052958995,99.99,1,738,738,738,1,738,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_oryzae","LKT__s__Clostridium_oryzae",4260,100,4052963255,99.99,1,614,614,614,1,614,0,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_Root565","LKT__s__Achromobacter_Unclassified_Root565",4236,100,4052967491,99.99,1,910,910,910,1,910,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_platyrrhinorum","LKT__s__Bifidobacterium_platyrrhinorum",4217,100,4052971708,99.99,1,1515,1515,1515,1,1515,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_MOD1_EC7003","LKT__s__Escherichia_Unclassified_MOD1_EC7003",4184,100,4052975892,99.99,1,563,563,563,1,563,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Muribaculum","s__Muribaculum_Unclassified_NM65_B17","LKT__s__Muribaculum_Unclassified_NM65_B17",4130,100,4052980022,99.99,2,1111,586,586,2,525,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Ampelomyces","s__Ampelomyces_quisqualis","LKT__s__Ampelomyces_quisqualis",4084,100,4052984106,99.99,1,1064,1064,1064,1,1064,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_marplatensis","LKT__s__Achromobacter_marplatensis",4055,100,4052988161,99.99,2,1263,697,697,2,566,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Xenophilus","s__Xenophilus_azovorans","LKT__s__Xenophilus_azovorans",4022,100,4052992183,99.99,1,865,865,865,1,865,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_OM05_5BH","LKT__s__Clostridium_Unclassified_OM05_5BH",3983,100,4052996166,99.99,1,1027,1027,1027,1,1027,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium_subglutinans","LKT__s__Fusarium_subglutinans",3908,100,4053000074,99.99,1,966,966,966,1,966,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_choerinum","LKT__s__Bifidobacterium_choerinum",3890,100,4053003964,99.99,1,732,732,732,1,732,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Hathewaya","s__Hathewaya_proteolytica","LKT__s__Hathewaya_proteolytica",3864,100,4053007828,99.99,1,690,690,690,1,690,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_B7","LKT__s__Achromobacter_Unclassified_B7",3842,100,4053011670,99.99,1,1131,1131,1131,1,1131,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Cellvibrionales","f__Halieaceae","g__Halioglobus","s__Unclassified","LKT__g__Halioglobus",3786,100,4053015456,99.99,1,805,805,805,1,805,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_ndongoniae","LKT__s__Bacteroides_ndongoniae",3724,100,4053019180,99.99,1,935,935,935,1,935,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Unclassified","g__Unclassified","s__Unclassified","LKT__o__Lactobacillales",3698,100,4053022878,99.99,1,871,871,871,1,871,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_Unclassified_OUCMDZ_019","LKT__s__Penicillium_Unclassified_OUCMDZ_019",3659,100,4053026537,99.99,1,769,769,769,1,769,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_4_3_47FAA","LKT__s__Bacteroides_Unclassified_4_3_47FAA",3646,100,4053030183,99.99,1,765,765,765,1,765,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_93_0816","LKT__s__Escherichia_Unclassified_93_0816",3558,100,4053033741,99.99,1,750,750,750,1,750,0,0
"d__Eukaryota","k__Missing","p__Apicomplexa","c__Conoidasida","o__Eucoccidiorida","f__Eimeriidae","g__Cyclospora","s__Cyclospora_cayetanensis","LKT__s__Cyclospora_cayetanensis",3540,100,4053037281,99.99,1,774,774,774,1,774,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_aesculapii","LKT__s__Bifidobacterium_aesculapii",3538,100,4053040819,99.99,1,1023,1023,1023,1,1023,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Caballeronia","s__Unclassified","LKT__g__Caballeronia",3523,100,4053044342,99.99,1,889,889,889,1,889,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_bivia","LKT__s__Prevotella_bivia",3520,100,4053047862,99.99,1,583,583,583,1,583,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Bacilli",3450,100,4053051312,99.99,1,867,867,867,1,867,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_samirii","LKT__s__Bifidobacterium_samirii",3386,100,4053054698,99.99,1,840,840,840,1,840,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae","g__Microvirga","s__Unclassified","LKT__g__Microvirga",3380,100,4053058078,99.99,1,694,694,694,1,694,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__Acidovorax_Unclassified_93","LKT__s__Acidovorax_Unclassified_93",3365,100,4053061443,99.99,1,900,900,900,1,900,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Variovorax","s__Variovorax_Unclassified_dw_308","LKT__s__Variovorax_Unclassified_dw_308",3285,100,4053064728,99.99,1,959,959,959,1,959,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_saccharoperbutylacetonicum","LKT__s__Clostridium_saccharoperbutylacetonicum",3254,100,4053067982,99.99,2,1039,531,531,2,508,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_mangrovi","LKT__s__Pseudomonas_mangrovi",3240,100,4053071222,99.99,1,861,861,861,1,861,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_paurosaccharolyticus","LKT__s__Phocaeicola_paurosaccharolyticus",3217,100,4053074439,99.99,1,593,593,593,1,593,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_GbtcB20","LKT__s__Achromobacter_Unclassified_GbtcB20",3173,100,4053077612,99.99,1,902,902,902,1,902,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Alcaligenes","s__Alcaligenes_faecalis","LKT__s__Alcaligenes_faecalis",3128,100,4053080740,99.99,1,821,821,821,1,821,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_KCJ3K979","LKT__s__Burkholderia_Unclassified_KCJ3K979",3064,100,4053083804,99.99,1,753,753,753,1,753,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_nordii","LKT__s__Bacteroides_nordii",3056,100,4053086860,99.99,1,821,821,821,1,821,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ottowia","s__Ottowia_Unclassified_27C","LKT__s__Ottowia_Unclassified_27C",3055,100,4053089915,99.99,1,816,816,816,1,816,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_massiliensis","LKT__s__Phocaeicola_massiliensis",3043,100,4053092958,99.99,1,729,729,729,1,729,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides_acrostichi","LKT__s__Nocardioides_acrostichi",3041,100,4053095999,99.99,1,831,831,831,1,831,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_S85_ASV_4","LKT__s__Escherichia_Unclassified_S85_ASV_4",3035,100,4053099034,99.99,1,774,774,774,1,774,0,0
"d__Eukaryota","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__Unclassified","LKT__g__Rhizopus",3031,100,4053102065,99.99,1,823,823,823,1,823,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Trabulsiella","s__Trabulsiella_guamensis","LKT__s__Trabulsiella_guamensis",2969,100,4053105034,100,1,758,758,758,1,758,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_rectalis","LKT__s__Clostridium_rectalis",2913,100,4053107947,100,2,1025,514,514,2,511,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_pseudomallei","LKT__s__Burkholderia_pseudomallei",2875,100,4053110822,100,1,1057,1057,1057,1,1057,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_saguini","LKT__s__Bifidobacterium_saguini",2852,100,4053113674,100,1,631,631,631,1,631,0,0
"d__Eukaryota","k__Missing","p__Oomycota","c__Missing","o__Peronosporales","f__Peronosporaceae","g__Phytophthora","s__Phytophthora_x_alni","LKT__s__Phytophthora_x_alni",2841,100,4053116515,100,1,752,752,752,1,752,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Missing","g__Rhizobacter","s__Rhizobacter_gummiphilus","LKT__s__Rhizobacter_gummiphilus",2785,100,4053119300,100,1,656,656,656,1,656,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Castellaniella","s__Castellaniella_caeni","LKT__s__Castellaniella_caeni",2784,100,4053122084,100,1,793,793,793,1,793,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Polyangiaceae","g__Chondromyces","s__Chondromyces_crocatus","LKT__s__Chondromyces_crocatus",2781,100,4053124865,100,1,729,729,729,1,729,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__Chaetomium_Unclassified_MPI_CAGE_AT_0009","LKT__s__Chaetomium_Unclassified_MPI_CAGE_AT_0009",2762,100,4053127627,100,1,562,562,562,1,562,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_Unclassified_R3_18_08","LKT__s__Pseudomonas_Unclassified_R3_18_08",2690,100,4053130317,100,1,558,558,558,1,558,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_ACM04","LKT__s__Achromobacter_Unclassified_ACM04",2687,100,4053133004,100,1,650,650,650,1,650,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptosporangiales","f__Thermomonosporaceae","g__Actinomadura","s__Actinomadura_hallensis","LKT__s__Actinomadura_hallensis",2687,100,4053135691,100,1,714,714,714,1,714,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_AONIH1","LKT__s__Achromobacter_Unclassified_AONIH1",2654,100,4053138345,100,1,645,645,645,1,645,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_AU30198","LKT__s__Burkholderia_Unclassified_AU30198",2626,100,4053140971,100,1,691,691,691,1,691,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Unclassified","s__Unclassified","LKT__f__Comamonadaceae",2609,100,4053143580,100,1,722,722,722,1,722,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_scardovii","LKT__s__Bifidobacterium_scardovii",2593,100,4053146173,100,1,699,699,699,1,699,0,0
"d__Eukaryota","k__Missing","p__Evosea","c__Eumycetozoa","o__Dictyosteliales","f__Dictyosteliaceae","g__Dictyostelium","s__Dictyostelium_rosarium","LKT__s__Dictyostelium_rosarium",2592,100,4053148765,100,1,710,710,710,1,710,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_polynesiense","LKT__s__Clostridium_polynesiense",2583,100,4053151348,100,1,621,621,621,1,621,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_felsineum","LKT__s__Bifidobacterium_felsineum",2575,100,4053153923,100,1,815,815,815,1,815,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Paraburkholderia","s__Paraburkholderia_acidiphila","LKT__s__Paraburkholderia_acidiphila",2564,100,4053156487,100,1,597,597,597,1,597,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Pusillimonas_ex_Stolz_et_al_2005","s__Pusillimonas_thiosulfatoxidans","LKT__s__Pusillimonas_thiosulfatoxidans",2557,100,4053159044,100,1,628,628,628,1,628,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Unclassified","LKT__g__Pseudomonas",2531,100,4053161575,100,2,1028,523,523,2,505,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum","s__Colletotrichum_spinosum","LKT__s__Colletotrichum_spinosum",2526,100,4053164101,100,1,856,856,856,1,856,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Xanthomonas","s__Xanthomonas_codiaei","LKT__s__Xanthomonas_codiaei",2526,100,4053166627,100,1,582,582,582,1,582,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycopsidaceae","g__Saccharomycopsis","s__Saccharomycopsis_schoenii","LKT__s__Saccharomycopsis_schoenii",2504,100,4053169131,100,1,910,910,910,1,910,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria","s__Unclassified","LKT__g__Xylaria",2424,100,4053171555,100,1,569,569,569,1,569,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_Unclassified_AE3006","LKT__s__Butyrivibrio_Unclassified_AE3006",2369,100,4053173924,100,1,666,666,666,1,666,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_aegrifaciens","LKT__s__Achromobacter_aegrifaciens",2359,100,4053176283,100,1,599,599,599,1,599,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_lacusfryxellense","LKT__s__Clostridium_lacusfryxellense",2327,100,4053178610,100,1,621,621,621,1,621,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_stercoris","LKT__s__Bacteroides_stercoris",2315,100,4053180925,100,1,728,728,728,1,728,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_actinocoloniiforme","LKT__s__Bifidobacterium_actinocoloniiforme",2313,100,4053183238,100,1,727,727,727,1,727,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Cohnella","s__Cohnella_lupini","LKT__s__Cohnella_lupini",2292,100,4053185530,100,1,511,511,511,1,511,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Clostridia",2286,100,4053187816,100,1,677,677,677,1,677,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Rhizobiaceae","g__Rhizobium","s__Unclassified","LKT__g__Rhizobium",2273,100,4053190089,100,1,749,749,749,1,749,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_BL_8","LKT__s__Clostridium_Unclassified_BL_8",2272,100,4053192361,100,1,665,665,665,1,665,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_Ac_20353","LKT__s__Burkholderia_Unclassified_Ac_20353",2240,100,4053194601,100,1,628,628,628,1,628,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Luteimonas","s__Unclassified","LKT__g__Luteimonas",2211,100,4053196812,100,1,841,841,841,1,841,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_AM28_6","LKT__s__Bacteroides_Unclassified_AM28_6",2188,100,4053199000,100,1,630,630,630,1,630,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_italicum","LKT__s__Penicillium_italicum",2179,100,4053201179,100,1,522,522,522,1,522,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Acrospermales","f__Acrospermaceae","g__Pseudovirgaria","s__Pseudovirgaria_hyperparasitica","LKT__s__Pseudovirgaria_hyperparasitica",2114,100,4053203293,100,1,561,561,561,1,561,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Massilia","s__Massilia_niastensis","LKT__s__Massilia_niastensis",2100,100,4053205393,100,1,528,528,528,1,528,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_singularis","LKT__s__Burkholderia_singularis",2095,100,4053207488,100,1,513,513,513,1,513,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Magnetospirillum","s__Unclassified","LKT__g__Magnetospirillum",2093,100,4053209581,100,1,521,521,521,1,521,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_NFACC18_2","LKT__s__Achromobacter_Unclassified_NFACC18_2",2049,100,4053211630,100,1,588,588,588,1,588,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Lysinibacillus","s__Lysinibacillus_halotolerans","LKT__s__Lysinibacillus_halotolerans",2043,100,4053213673,100,1,526,526,526,1,526,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Janthinobacterium","s__Janthinobacterium_Unclassified_CG3","LKT__s__Janthinobacterium_Unclassified_CG3",2041,100,4053215714,100,1,814,814,814,1,814,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Novosphingobium","s__Novosphingobium_piscinae","LKT__s__Novosphingobium_piscinae",2035,100,4053217749,100,1,535,535,535,1,535,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Unclassified","s__Unclassified","LKT__f__Odoribacteraceae",2026,100,4053219775,100,1,511,511,511,1,511,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Micromonosporales","f__Micromonosporaceae","g__Micromonospora","s__Micromonospora_avicenniae","LKT__s__Micromonospora_avicenniae",2014,100,4053221789,100,1,632,632,632,1,632,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Xanthomonas","s__Xanthomonas_sontii","LKT__s__Xanthomonas_sontii",2009,100,4053223798,100,1,555,555,555,1,555,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Corynebacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_puris","LKT__s__Nocardia_puris",2005,100,4053225803,100,1,527,527,527,1,527,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__Unclassified","LKT__g__Kitasatospora",1999,100,4053227802,100,1,583,583,583,1,583,0,0
