genus,RA,Source,SampleID
Sutterella,1.87468162367198e-06,wgsa2,SRR17380245
Loigolactobacillus,1.87468162367198e-06,wgsa2,SRR17380245
Thermoanaerobacter,1.87468162367198e-06,wgsa2,SRR17380245
Muribaculum,1.87468162367198e-06,wgsa2,SRR17380245
Microlunatus,1.87468162367198e-06,wgsa2,SRR17380245
Stella,1.87468162367198e-06,wgsa2,SRR17380245
Anaerobacillus,1.87468162367198e-06,wgsa2,SRR17380245
Pontibacillus,1.87468162367198e-06,wgsa2,SRR17380245
Ndongobacter,1.87468162367198e-06,wgsa2,SRR17380245
Dokdonia,1.87468162367198e-06,wgsa2,SRR17380245
Neorhizobium,1.87468162367198e-06,wgsa2,SRR17380245
Desulfolutivibrio,1.87468162367198e-06,wgsa2,SRR17380245
Kangiella,1.87468162367198e-06,wgsa2,SRR17380245
Berryella,1.87468162367198e-06,wgsa2,SRR17380245
Thermosynechococcus,1.87468162367198e-06,wgsa2,SRR17380245
Georgenia,1.87468162367198e-06,wgsa2,SRR17380245
Pseudoxanthomonas,1.87468162367198e-06,wgsa2,SRR17380245
Methanoculleus,1.87468162367198e-06,wgsa2,SRR17380245
Thermothelomyces,1.87468162367198e-06,wgsa2,SRR17380245
Saccharomyces,1.87468162367198e-06,wgsa2,SRR17380245
Fibrella,1.7042560215199816e-06,wgsa2,SRR17380245
Paludibaculum,1.7042560215199816e-06,wgsa2,SRR17380245
Phycicoccus,1.7042560215199816e-06,wgsa2,SRR17380245
Thermanaerovibrio,1.7042560215199816e-06,wgsa2,SRR17380245
Tenacibaculum,1.7042560215199816e-06,wgsa2,SRR17380245
Phyllobacterium,1.7042560215199816e-06,wgsa2,SRR17380245
Filomicrobium,1.7042560215199816e-06,wgsa2,SRR17380245
Aeromicrobium,1.7042560215199816e-06,wgsa2,SRR17380245
Thermincola,1.7042560215199816e-06,wgsa2,SRR17380245
Cardiobacterium,1.7042560215199816e-06,wgsa2,SRR17380245
Dyella,1.7042560215199816e-06,wgsa2,SRR17380245
Idiomarina,1.7042560215199816e-06,wgsa2,SRR17380245
Pseudooceanicola,1.7042560215199816e-06,wgsa2,SRR17380245
Devosia,1.7042560215199816e-06,wgsa2,SRR17380245
Methylococcus,1.7042560215199816e-06,wgsa2,SRR17380245
Muricauda,1.7042560215199816e-06,wgsa2,SRR17380245
Tetrapisispora,1.7042560215199816e-06,wgsa2,SRR17380245
Amycolatopsis,1.7042560215199816e-06,wgsa2,SRR17380245
Gluconobacter,1.7042560215199816e-06,wgsa2,SRR17380245
Lentibacillus,1.7042560215199816e-06,wgsa2,SRR17380245
Ktedonosporobacter,1.7042560215199816e-06,wgsa2,SRR17380245
Malaciobacter,1.7042560215199816e-06,wgsa2,SRR17380245
Prochlorococcus,1.7042560215199816e-06,wgsa2,SRR17380245
Aciduliprofundum,1.7042560215199816e-06,wgsa2,SRR17380245
Pelodictyon,1.7042560215199816e-06,wgsa2,SRR17380245
Thiothrix,1.7042560215199816e-06,wgsa2,SRR17380245
Gynuella,1.7042560215199816e-06,wgsa2,SRR17380245
Oceanispirochaeta,1.7042560215199816e-06,wgsa2,SRR17380245
Cereibacter,1.5338304193679837e-06,wgsa2,SRR17380245
Trueperella,1.5338304193679837e-06,wgsa2,SRR17380245
Novibacillus,1.5338304193679837e-06,wgsa2,SRR17380245
Abiotrophia,1.5338304193679837e-06,wgsa2,SRR17380245
Schaalia,1.5338304193679837e-06,wgsa2,SRR17380245
Psychromonas,1.5338304193679837e-06,wgsa2,SRR17380245
Roseomonas,1.5338304193679837e-06,wgsa2,SRR17380245
Ferrimonas,1.5338304193679837e-06,wgsa2,SRR17380245
Sulfolobus,1.5338304193679837e-06,wgsa2,SRR17380245
Aquimarina,1.5338304193679837e-06,wgsa2,SRR17380245
Nakaseomyces,1.5338304193679837e-06,wgsa2,SRR17380245
Syntrophobacter,1.5338304193679837e-06,wgsa2,SRR17380245
Nitratireductor,1.5338304193679837e-06,wgsa2,SRR17380245
Croceicoccus,1.5338304193679837e-06,wgsa2,SRR17380245
Rheinheimera,1.5338304193679837e-06,wgsa2,SRR17380245
Phytohabitans,1.5338304193679837e-06,wgsa2,SRR17380245
Acholeplasma,1.5338304193679837e-06,wgsa2,SRR17380245
Scheffersomyces,1.5338304193679837e-06,wgsa2,SRR17380245
Denitrobacterium,1.5338304193679837e-06,wgsa2,SRR17380245
Roseicitreum,1.5338304193679837e-06,wgsa2,SRR17380245
Desulfobulbus,1.5338304193679837e-06,wgsa2,SRR17380245
Leisingera,1.5338304193679837e-06,wgsa2,SRR17380245
Maridesulfovibrio,1.5338304193679837e-06,wgsa2,SRR17380245
Gemmobacter,1.5338304193679837e-06,wgsa2,SRR17380245
Jeongeupia,1.5338304193679837e-06,wgsa2,SRR17380245
Turicibacter,1.5338304193679837e-06,wgsa2,SRR17380245
Candidatus Cytomitobacter,1.5338304193679837e-06,wgsa2,SRR17380245
Halobacillus,1.5338304193679837e-06,wgsa2,SRR17380245
Psychrobacillus,1.5338304193679837e-06,wgsa2,SRR17380245
Acidimicrobium,1.5338304193679837e-06,wgsa2,SRR17380245
Urechidicola,1.3634048172159853e-06,wgsa2,SRR17380245
Pelagovum,1.3634048172159853e-06,wgsa2,SRR17380245
Lacinutrix,1.3634048172159853e-06,wgsa2,SRR17380245
Methanocorpusculum,1.3634048172159853e-06,wgsa2,SRR17380245
Waddlia,1.3634048172159853e-06,wgsa2,SRR17380245
Tolumonas,1.3634048172159853e-06,wgsa2,SRR17380245
Deferribacter,1.3634048172159853e-06,wgsa2,SRR17380245
Sanguibacter,1.3634048172159853e-06,wgsa2,SRR17380245
Neurospora,1.3634048172159853e-06,wgsa2,SRR17380245
Cryobacterium,1.3634048172159853e-06,wgsa2,SRR17380245
Gloeocapsa,1.3634048172159853e-06,wgsa2,SRR17380245
Kluyveromyces,1.3634048172159853e-06,wgsa2,SRR17380245
Youhaiella,1.3634048172159853e-06,wgsa2,SRR17380245
Kroppenstedtia,1.3634048172159853e-06,wgsa2,SRR17380245
Spiroplasma,1.3634048172159853e-06,wgsa2,SRR17380245
Toxoplasma,1.3634048172159853e-06,wgsa2,SRR17380245
Limnohabitans,1.3634048172159853e-06,wgsa2,SRR17380245
Paremcibacter,1.3634048172159853e-06,wgsa2,SRR17380245
Hylemonella,1.3634048172159853e-06,wgsa2,SRR17380245
Oceanobacillus,1.3634048172159853e-06,wgsa2,SRR17380245
Ottowia,1.3634048172159853e-06,wgsa2,SRR17380245
Acidithiobacillus,1.3634048172159853e-06,wgsa2,SRR17380245
Kinneretia,1.3634048172159853e-06,wgsa2,SRR17380245
Paucilactobacillus,1.3634048172159853e-06,wgsa2,SRR17380245
Gloeobacter,1.3634048172159853e-06,wgsa2,SRR17380245
Thermogladius,1.3634048172159853e-06,wgsa2,SRR17380245
Methylomicrobium,1.3634048172159853e-06,wgsa2,SRR17380245
Chloracidobacterium,1.3634048172159853e-06,wgsa2,SRR17380245
Rathayibacter,1.3634048172159853e-06,wgsa2,SRR17380245
Acidipropionibacterium,1.3634048172159853e-06,wgsa2,SRR17380245
Methyloligella,1.3634048172159853e-06,wgsa2,SRR17380245
Abyssicoccus,1.3634048172159853e-06,wgsa2,SRR17380245
Corallococcus,1.1929792150639871e-06,wgsa2,SRR17380245
Neospora,1.1929792150639871e-06,wgsa2,SRR17380245
Anseongella,1.1929792150639871e-06,wgsa2,SRR17380245
Mesoplasma,1.1929792150639871e-06,wgsa2,SRR17380245
Solitalea,1.1929792150639871e-06,wgsa2,SRR17380245
Aliarcobacter,1.1929792150639871e-06,wgsa2,SRR17380245
Myroides,1.1929792150639871e-06,wgsa2,SRR17380245
Algibacter,1.1929792150639871e-06,wgsa2,SRR17380245
Tetrasphaera,1.1929792150639871e-06,wgsa2,SRR17380245
Ammonifex,1.1929792150639871e-06,wgsa2,SRR17380245
Monaibacterium,1.1929792150639871e-06,wgsa2,SRR17380245
Leptolyngbya,1.1929792150639871e-06,wgsa2,SRR17380245
Methanococcus,1.1929792150639871e-06,wgsa2,SRR17380245
Glaciimonas,1.1929792150639871e-06,wgsa2,SRR17380245
Castellaniella,1.1929792150639871e-06,wgsa2,SRR17380245
Magnetospirillum,1.1929792150639871e-06,wgsa2,SRR17380245
Anaerohalosphaera,1.1929792150639871e-06,wgsa2,SRR17380245
Methylacidimicrobium,1.1929792150639871e-06,wgsa2,SRR17380245
Cyanobium,1.1929792150639871e-06,wgsa2,SRR17380245
Calycomorphotria,1.1929792150639871e-06,wgsa2,SRR17380245
Fuerstia,1.1929792150639871e-06,wgsa2,SRR17380245
Dolosigranulum,1.1929792150639871e-06,wgsa2,SRR17380245
Alienimonas,1.1929792150639871e-06,wgsa2,SRR17380245
Sedimentisphaera,1.1929792150639871e-06,wgsa2,SRR17380245
Spirochaeta,1.1929792150639871e-06,wgsa2,SRR17380245
Leminorella,1.1929792150639871e-06,wgsa2,SRR17380245
Chlamydiifrater,1.1929792150639871e-06,wgsa2,SRR17380245
Caenibius,1.1929792150639871e-06,wgsa2,SRR17380245
Desulfomicrobium,1.1929792150639871e-06,wgsa2,SRR17380245
Kaustia,1.1929792150639871e-06,wgsa2,SRR17380245
Myxococcus,1.1929792150639871e-06,wgsa2,SRR17380245
Jonesia,1.1929792150639871e-06,wgsa2,SRR17380245
Thioalkalivibrio,1.1929792150639871e-06,wgsa2,SRR17380245
Sulfuriferula,1.1929792150639871e-06,wgsa2,SRR17380245
Oscillatoria,1.1929792150639871e-06,wgsa2,SRR17380245
Chlorobaculum,1.022553612911989e-06,wgsa2,SRR17380245
Petrocella,1.022553612911989e-06,wgsa2,SRR17380245
Kazachstania,1.022553612911989e-06,wgsa2,SRR17380245
Kurthia,1.022553612911989e-06,wgsa2,SRR17380245
Kribbella,1.022553612911989e-06,wgsa2,SRR17380245
Paludibacter,1.022553612911989e-06,wgsa2,SRR17380245
Bdellovibrio,1.022553612911989e-06,wgsa2,SRR17380245
Candidatus Nitrosocosmicus,1.022553612911989e-06,wgsa2,SRR17380245
Arenimonas,1.022553612911989e-06,wgsa2,SRR17380245
Methanocaldococcus,1.022553612911989e-06,wgsa2,SRR17380245
Candidatus Phycorickettsia,1.022553612911989e-06,wgsa2,SRR17380245
Mobiluncus,1.022553612911989e-06,wgsa2,SRR17380245
Lapidilactobacillus,1.022553612911989e-06,wgsa2,SRR17380245
Delftia,1.022553612911989e-06,wgsa2,SRR17380245
Cobetia,1.022553612911989e-06,wgsa2,SRR17380245
Silvanigrella,1.022553612911989e-06,wgsa2,SRR17380245
Pseudoarcobacter,1.022553612911989e-06,wgsa2,SRR17380245
Syntrophobotulus,1.022553612911989e-06,wgsa2,SRR17380245
Tuwongella,1.022553612911989e-06,wgsa2,SRR17380245
Geoalkalibacter,1.022553612911989e-06,wgsa2,SRR17380245
Pasteurella,1.022553612911989e-06,wgsa2,SRR17380245
Amphibacillus,1.022553612911989e-06,wgsa2,SRR17380245
Polaromonas,1.022553612911989e-06,wgsa2,SRR17380245
Eikenella,1.022553612911989e-06,wgsa2,SRR17380245
Anatilimnocola,1.022553612911989e-06,wgsa2,SRR17380245
Labilibaculum,1.022553612911989e-06,wgsa2,SRR17380245
Persephonella,1.022553612911989e-06,wgsa2,SRR17380245
Polymorphum,1.022553612911989e-06,wgsa2,SRR17380245
Marinovum,1.022553612911989e-06,wgsa2,SRR17380245
Desulfatibacillum,1.022553612911989e-06,wgsa2,SRR17380245
Pragia,1.022553612911989e-06,wgsa2,SRR17380245
Adhaeribacter,1.022553612911989e-06,wgsa2,SRR17380245
Desulfurispirillum,1.022553612911989e-06,wgsa2,SRR17380245
Geovibrio,1.022553612911989e-06,wgsa2,SRR17380245
Halomicronema,1.022553612911989e-06,wgsa2,SRR17380245
Hydrogenobaculum,1.022553612911989e-06,wgsa2,SRR17380245
Rhodovulum,1.022553612911989e-06,wgsa2,SRR17380245
Anaerococcus,1.022553612911989e-06,wgsa2,SRR17380245
Cellulophaga,1.022553612911989e-06,wgsa2,SRR17380245
Photorhabdus,1.022553612911989e-06,wgsa2,SRR17380245
Planobacterium,1.022553612911989e-06,wgsa2,SRR17380245
Hydrogenobacter,1.022553612911989e-06,wgsa2,SRR17380245
Austwickia,1.022553612911989e-06,wgsa2,SRR17380245
Hafnia,1.022553612911989e-06,wgsa2,SRR17380245
Dermatophilus,1.022553612911989e-06,wgsa2,SRR17380245
Desulfarculus,1.022553612911989e-06,wgsa2,SRR17380245
Methanoregula,1.022553612911989e-06,wgsa2,SRR17380245
Sagittula,1.022553612911989e-06,wgsa2,SRR17380245
Undibacterium,1.022553612911989e-06,wgsa2,SRR17380245
Halocella,1.022553612911989e-06,wgsa2,SRR17380245
Frondihabitans,1.022553612911989e-06,wgsa2,SRR17380245
Reinekea,1.022553612911989e-06,wgsa2,SRR17380245
Catenovulum,1.022553612911989e-06,wgsa2,SRR17380245
Hoeflea,1.022553612911989e-06,wgsa2,SRR17380245
Rahnella,1.022553612911989e-06,wgsa2,SRR17380245
Rosistilla,1.022553612911989e-06,wgsa2,SRR17380245
Dermabacter,1.022553612911989e-06,wgsa2,SRR17380245
Actinopolyspora,1.022553612911989e-06,wgsa2,SRR17380245
Formosa,1.022553612911989e-06,wgsa2,SRR17380245
Acetomicrobium,1.022553612911989e-06,wgsa2,SRR17380245
Fischerella,1.022553612911989e-06,wgsa2,SRR17380245
Thermofilum,8.521280107599908e-07,wgsa2,SRR17380245
Effusibacillus,8.521280107599908e-07,wgsa2,SRR17380245
Halosimplex,8.521280107599908e-07,wgsa2,SRR17380245
Azospira,8.521280107599908e-07,wgsa2,SRR17380245
Pusillimonas,8.521280107599908e-07,wgsa2,SRR17380245
Pelobacter,8.521280107599908e-07,wgsa2,SRR17380245
Roseateles,8.521280107599908e-07,wgsa2,SRR17380245
Pyrococcus,8.521280107599908e-07,wgsa2,SRR17380245
Advenella,8.521280107599908e-07,wgsa2,SRR17380245
Candidatus Methylopumilus,8.521280107599908e-07,wgsa2,SRR17380245
Sphaerotilus,8.521280107599908e-07,wgsa2,SRR17380245
Sulfodiicoccus,8.521280107599908e-07,wgsa2,SRR17380245
Salinicoccus,8.521280107599908e-07,wgsa2,SRR17380245
Saccharopolyspora,8.521280107599908e-07,wgsa2,SRR17380245
Simiduia,8.521280107599908e-07,wgsa2,SRR17380245
Kocuria,8.521280107599908e-07,wgsa2,SRR17380245
Luteimonas,8.521280107599908e-07,wgsa2,SRR17380245
Serpentinicella,8.521280107599908e-07,wgsa2,SRR17380245
Streptacidiphilus,8.521280107599908e-07,wgsa2,SRR17380245
Chania,8.521280107599908e-07,wgsa2,SRR17380245
Limnoglobus,8.521280107599908e-07,wgsa2,SRR17380245
Ruegeria,8.521280107599908e-07,wgsa2,SRR17380245
Sulfurovum,8.521280107599908e-07,wgsa2,SRR17380245
Mixta,8.521280107599908e-07,wgsa2,SRR17380245
Helcococcus,8.521280107599908e-07,wgsa2,SRR17380245
Acidiferrobacter,8.521280107599908e-07,wgsa2,SRR17380245
Salinibacterium,8.521280107599908e-07,wgsa2,SRR17380245
Riemerella,8.521280107599908e-07,wgsa2,SRR17380245
Hyphomicrobium,8.521280107599908e-07,wgsa2,SRR17380245
Elizabethkingia,8.521280107599908e-07,wgsa2,SRR17380245
Luteitalea,8.521280107599908e-07,wgsa2,SRR17380245
Symmachiella,8.521280107599908e-07,wgsa2,SRR17380245
Nibribacter,8.521280107599908e-07,wgsa2,SRR17380245
Immundisolibacter,8.521280107599908e-07,wgsa2,SRR17380245
Polystyrenella,8.521280107599908e-07,wgsa2,SRR17380245
Bernardetia,8.521280107599908e-07,wgsa2,SRR17380245
Pseudarthrobacter,8.521280107599908e-07,wgsa2,SRR17380245
Plantactinospora,8.521280107599908e-07,wgsa2,SRR17380245
Tardibacter,8.521280107599908e-07,wgsa2,SRR17380245
Erythrobacter,8.521280107599908e-07,wgsa2,SRR17380245
Pistricoccus,8.521280107599908e-07,wgsa2,SRR17380245
Nitratifractor,8.521280107599908e-07,wgsa2,SRR17380245
Acetilactobacillus,8.521280107599908e-07,wgsa2,SRR17380245
Gracilibacillus,8.521280107599908e-07,wgsa2,SRR17380245
Phaeodactylum,8.521280107599908e-07,wgsa2,SRR17380245
Agarilytica,8.521280107599908e-07,wgsa2,SRR17380245
Candidatus Paracaedibacter,8.521280107599908e-07,wgsa2,SRR17380245
Thermomicrobium,8.521280107599908e-07,wgsa2,SRR17380245
Thalassiosira,8.521280107599908e-07,wgsa2,SRR17380245
Melissococcus,8.521280107599908e-07,wgsa2,SRR17380245
Candidatus Deianiraea,8.521280107599908e-07,wgsa2,SRR17380245
Niveispirillum,8.521280107599908e-07,wgsa2,SRR17380245
Streptobacillus,8.521280107599908e-07,wgsa2,SRR17380245
Mariniblastus,8.521280107599908e-07,wgsa2,SRR17380245
Torulaspora,8.521280107599908e-07,wgsa2,SRR17380245
Neoasaia,8.521280107599908e-07,wgsa2,SRR17380245
Coxiella,8.521280107599908e-07,wgsa2,SRR17380245
Saccharothrix,8.521280107599908e-07,wgsa2,SRR17380245
Chryseolinea,8.521280107599908e-07,wgsa2,SRR17380245
Gemmatirosa,6.817024086079926e-07,wgsa2,SRR17380245
Haliscomenobacter,6.817024086079926e-07,wgsa2,SRR17380245
Prosthecochloris,6.817024086079926e-07,wgsa2,SRR17380245
Coraliomargarita,6.817024086079926e-07,wgsa2,SRR17380245
Nitrososphaera,6.817024086079926e-07,wgsa2,SRR17380245
Wphvirus,6.817024086079926e-07,wgsa2,SRR17380245
Hathewaya,6.817024086079926e-07,wgsa2,SRR17380245
Lignipirellula,6.817024086079926e-07,wgsa2,SRR17380245
Dyadobacter,6.817024086079926e-07,wgsa2,SRR17380245
Edaphobacter,6.817024086079926e-07,wgsa2,SRR17380245
Anoxybacter,6.817024086079926e-07,wgsa2,SRR17380245
Flavivirga,6.817024086079926e-07,wgsa2,SRR17380245
Cystobacter,6.817024086079926e-07,wgsa2,SRR17380245
Roseimicrobium,6.817024086079926e-07,wgsa2,SRR17380245
Salinivirga,6.817024086079926e-07,wgsa2,SRR17380245
Proteiniphilum,6.817024086079926e-07,wgsa2,SRR17380245
Eremothecium,6.817024086079926e-07,wgsa2,SRR17380245
Methanobrevibacter,6.817024086079926e-07,wgsa2,SRR17380245
Lachancea,6.817024086079926e-07,wgsa2,SRR17380245
Peptoclostridium,6.817024086079926e-07,wgsa2,SRR17380245
Aquisphaera,6.817024086079926e-07,wgsa2,SRR17380245
Lancefieldella,6.817024086079926e-07,wgsa2,SRR17380245
Tepidiforma,6.817024086079926e-07,wgsa2,SRR17380245
Aquitalea,6.817024086079926e-07,wgsa2,SRR17380245
Neptunomonas,6.817024086079926e-07,wgsa2,SRR17380245
Bermanella,6.817024086079926e-07,wgsa2,SRR17380245
Thermoactinomyces,6.817024086079926e-07,wgsa2,SRR17380245
Paenalcaligenes,6.817024086079926e-07,wgsa2,SRR17380245
Meiothermus,6.817024086079926e-07,wgsa2,SRR17380245
Cognatishimia,6.817024086079926e-07,wgsa2,SRR17380245
Anabaena,6.817024086079926e-07,wgsa2,SRR17380245
Piscirickettsia,6.817024086079926e-07,wgsa2,SRR17380245
Thiosulfativibrio,6.817024086079926e-07,wgsa2,SRR17380245
Haematobacter,6.817024086079926e-07,wgsa2,SRR17380245
Marinithermus,6.817024086079926e-07,wgsa2,SRR17380245
Kineococcus,6.817024086079926e-07,wgsa2,SRR17380245
Tatumella,6.817024086079926e-07,wgsa2,SRR17380245
Mycolicibacillus,6.817024086079926e-07,wgsa2,SRR17380245
Auraticoccus,6.817024086079926e-07,wgsa2,SRR17380245
Neorickettsia,6.817024086079926e-07,wgsa2,SRR17380245
Neomicrococcus,6.817024086079926e-07,wgsa2,SRR17380245
Sulfuricaulis,6.817024086079926e-07,wgsa2,SRR17380245
Frankia,6.817024086079926e-07,wgsa2,SRR17380245
Granulibacter,6.817024086079926e-07,wgsa2,SRR17380245
Lonsdalea,6.817024086079926e-07,wgsa2,SRR17380245
Jinshanibacter,6.817024086079926e-07,wgsa2,SRR17380245
Rhodoferax,6.817024086079926e-07,wgsa2,SRR17380245
Fannyhessea,6.817024086079926e-07,wgsa2,SRR17380245
Falsirhodobacter,5.112768064559945e-07,wgsa2,SRR17380245
Maribius,5.112768064559945e-07,wgsa2,SRR17380245
Roseobacter,5.112768064559945e-07,wgsa2,SRR17380245
Arcanobacterium,5.112768064559945e-07,wgsa2,SRR17380245
Oxynema,5.112768064559945e-07,wgsa2,SRR17380245
Haloarcula,5.112768064559945e-07,wgsa2,SRR17380245
Aequorivita,5.112768064559945e-07,wgsa2,SRR17380245
Antarcticibacterium,5.112768064559945e-07,wgsa2,SRR17380245
Thermoclostridium,5.112768064559945e-07,wgsa2,SRR17380245
Frigoriglobus,5.112768064559945e-07,wgsa2,SRR17380245
Nitrosococcus,5.112768064559945e-07,wgsa2,SRR17380245
Antarctobacter,5.112768064559945e-07,wgsa2,SRR17380245
Syntrophothermus,5.112768064559945e-07,wgsa2,SRR17380245
Flaviflexus,5.112768064559945e-07,wgsa2,SRR17380245
Pelagerythrobacter,5.112768064559945e-07,wgsa2,SRR17380245
Paenarthrobacter,5.112768064559945e-07,wgsa2,SRR17380245
Pseudorhodoplanes,5.112768064559945e-07,wgsa2,SRR17380245
Candidatus Phaeomarinobacter,5.112768064559945e-07,wgsa2,SRR17380245
Dehalococcoides,5.112768064559945e-07,wgsa2,SRR17380245
Gallaecimonas,5.112768064559945e-07,wgsa2,SRR17380245
Pelolinea,5.112768064559945e-07,wgsa2,SRR17380245
Trypanosoma,5.112768064559945e-07,wgsa2,SRR17380245
Aquiflexum,5.112768064559945e-07,wgsa2,SRR17380245
Algoriphagus,5.112768064559945e-07,wgsa2,SRR17380245
Micrococcus,5.112768064559945e-07,wgsa2,SRR17380245
Dictyostelium,5.112768064559945e-07,wgsa2,SRR17380245
Oricola,5.112768064559945e-07,wgsa2,SRR17380245
Thiomicrorhabdus,5.112768064559945e-07,wgsa2,SRR17380245
Gudongella,5.112768064559945e-07,wgsa2,SRR17380245
Tepidanaerobacter,5.112768064559945e-07,wgsa2,SRR17380245
Methanolacinia,5.112768064559945e-07,wgsa2,SRR17380245
Paraclostridium,5.112768064559945e-07,wgsa2,SRR17380245
Pseudochrobactrum,5.112768064559945e-07,wgsa2,SRR17380245
Rhodoplanes,5.112768064559945e-07,wgsa2,SRR17380245
Indioceanicola,5.112768064559945e-07,wgsa2,SRR17380245
Koleobacter,5.112768064559945e-07,wgsa2,SRR17380245
Streptomonospora,5.112768064559945e-07,wgsa2,SRR17380245
Gilliamella,5.112768064559945e-07,wgsa2,SRR17380245
Crateriforma,5.112768064559945e-07,wgsa2,SRR17380245
Sebaldella,5.112768064559945e-07,wgsa2,SRR17380245
Leifsonia,5.112768064559945e-07,wgsa2,SRR17380245
Archaeoglobus,5.112768064559945e-07,wgsa2,SRR17380245
Ewingella,5.112768064559945e-07,wgsa2,SRR17380245
Cellulosimicrobium,5.112768064559945e-07,wgsa2,SRR17380245
Thermaerobacter,5.112768064559945e-07,wgsa2,SRR17380245
Archangium,5.112768064559945e-07,wgsa2,SRR17380245
Paraglaciecola,5.112768064559945e-07,wgsa2,SRR17380245
Oxalobacter,5.112768064559945e-07,wgsa2,SRR17380245
Aminomonas,5.112768064559945e-07,wgsa2,SRR17380245
Conchiformibius,5.112768064559945e-07,wgsa2,SRR17380245
Calditerrivibrio,5.112768064559945e-07,wgsa2,SRR17380245
Desulfobacter,5.112768064559945e-07,wgsa2,SRR17380245
Chromobacterium,5.112768064559945e-07,wgsa2,SRR17380245
Cryptobacterium,5.112768064559945e-07,wgsa2,SRR17380245
Limnobaculum,5.112768064559945e-07,wgsa2,SRR17380245
Dechloromonas,5.112768064559945e-07,wgsa2,SRR17380245
Dissulfurispira,5.112768064559945e-07,wgsa2,SRR17380245
Arsenophonus,5.112768064559945e-07,wgsa2,SRR17380245
Ruania,5.112768064559945e-07,wgsa2,SRR17380245
Uetakevirus,5.112768064559945e-07,wgsa2,SRR17380245
Brasilonema,5.112768064559945e-07,wgsa2,SRR17380245
Moorea,5.112768064559945e-07,wgsa2,SRR17380245
Candidatus Blochmannia,5.112768064559945e-07,wgsa2,SRR17380245
Tautonia,5.112768064559945e-07,wgsa2,SRR17380245
Heliomicrobium,5.112768064559945e-07,wgsa2,SRR17380245
Allokutzneria,5.112768064559945e-07,wgsa2,SRR17380245
Vespertiliibacter,5.112768064559945e-07,wgsa2,SRR17380245
Candidatus Sneabacter,5.112768064559945e-07,wgsa2,SRR17380245
Verrucosispora,5.112768064559945e-07,wgsa2,SRR17380245
Neochlamydia,5.112768064559945e-07,wgsa2,SRR17380245
Rickettsia,5.112768064559945e-07,wgsa2,SRR17380245
Frederiksenia,3.408512043039963e-07,wgsa2,SRR17380245
Lacipirellula,3.408512043039963e-07,wgsa2,SRR17380245
Hydrogenovibrio,3.408512043039963e-07,wgsa2,SRR17380245
Kutzneria,3.408512043039963e-07,wgsa2,SRR17380245
Methylophaga,3.408512043039963e-07,wgsa2,SRR17380245
Acidobacterium,3.408512043039963e-07,wgsa2,SRR17380245
Otariodibacter,3.408512043039963e-07,wgsa2,SRR17380245
Aggregatibacter,3.408512043039963e-07,wgsa2,SRR17380245
Tatlockia,3.408512043039963e-07,wgsa2,SRR17380245
Caldilinea,3.408512043039963e-07,wgsa2,SRR17380245
Thermodesulfovibrio,3.408512043039963e-07,wgsa2,SRR17380245
Candidatus Azoamicus,3.408512043039963e-07,wgsa2,SRR17380245
Thermobaculum,3.408512043039963e-07,wgsa2,SRR17380245
Isosphaera,3.408512043039963e-07,wgsa2,SRR17380245
Fibrobacter,3.408512043039963e-07,wgsa2,SRR17380245
Oleiphilus,3.408512043039963e-07,wgsa2,SRR17380245
Caldisericum,3.408512043039963e-07,wgsa2,SRR17380245
Succinivibrio,3.408512043039963e-07,wgsa2,SRR17380245
Sporisorium,3.408512043039963e-07,wgsa2,SRR17380245
Amphritea,3.408512043039963e-07,wgsa2,SRR17380245
Thiospirochaeta,3.408512043039963e-07,wgsa2,SRR17380245
Thiocystis,3.408512043039963e-07,wgsa2,SRR17380245
Caldichromatium,3.408512043039963e-07,wgsa2,SRR17380245
Candidatus Gullanella,3.408512043039963e-07,wgsa2,SRR17380245
Candidatus Profftia,3.408512043039963e-07,wgsa2,SRR17380245
Chlamydia,3.408512043039963e-07,wgsa2,SRR17380245
Dokdonella,3.408512043039963e-07,wgsa2,SRR17380245
Actinobacillus,3.408512043039963e-07,wgsa2,SRR17380245
Endomicrobium,3.408512043039963e-07,wgsa2,SRR17380245
Defluviitoga,3.408512043039963e-07,wgsa2,SRR17380245
Athalassotoga,3.408512043039963e-07,wgsa2,SRR17380245
Xylanimicrobium,3.408512043039963e-07,wgsa2,SRR17380245
Paeniclostridium,3.408512043039963e-07,wgsa2,SRR17380245
Zygosaccharomyces,3.408512043039963e-07,wgsa2,SRR17380245
Caldimicrobium,3.408512043039963e-07,wgsa2,SRR17380245
Candidatus Hamiltonella,3.408512043039963e-07,wgsa2,SRR17380245
Saccharophagus,3.408512043039963e-07,wgsa2,SRR17380245
Urbifossiella,3.408512043039963e-07,wgsa2,SRR17380245
Salaquimonas,3.408512043039963e-07,wgsa2,SRR17380245
Sphaerobacter,3.408512043039963e-07,wgsa2,SRR17380245
Candidatus Pelagibacter,3.408512043039963e-07,wgsa2,SRR17380245
Nautilia,3.408512043039963e-07,wgsa2,SRR17380245
Liquorilactobacillus,3.408512043039963e-07,wgsa2,SRR17380245
Geminocystis,3.408512043039963e-07,wgsa2,SRR17380245
Lederbergia,3.408512043039963e-07,wgsa2,SRR17380245
Tannerella,3.408512043039963e-07,wgsa2,SRR17380245
Rippkaea,3.408512043039963e-07,wgsa2,SRR17380245
Hyphomonas,3.408512043039963e-07,wgsa2,SRR17380245
